id,original_language,original_title,Popularity,release_date,title,AVG Rating,Vote Count,Genre,release_year
12444,en,Harry Potter and the Deathly Hallows: Part 1,33.533,2010-11-19,Harry Potter and the Deathly Hallows: Part 1,7.7,10788,"['Adventure', 'Fantasy', 'Family']",2010
10191,en,How to Train Your Dragon,28.734,2010-03-26,How to Train Your Dragon,7.7,7610,"['Fantasy', 'Adventure', 'Animation', 'Family']",2010
10138,en,Iron Man 2,28.515,2010-05-07,Iron Man 2,6.8,12368,"['Adventure', 'Action', 'Science Fiction']",2010
862,en,Toy Story,28.005,1995-11-22,Toy Story,7.9,10174,"['Animation', 'Comedy', 'Family']",1995
27205,en,Inception,27.92,2010-07-16,Inception,8.3,22186,"['Action', 'Science Fiction', 'Adventure']",2010
32657,en,Percy Jackson & the Olympians: The Lightning Thief,26.691,2010-02-11,Percy Jackson & the Olympians: The Lightning Thief,6.1,4229,"['Adventure', 'Fantasy', 'Family']",2010
19995,en,Avatar,26.526,2009-12-18,Avatar,7.4,18676,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",2009
10193,en,Toy Story 3,24.445,2010-06-17,Toy Story 3,7.7,8340,"['Animation', 'Family', 'Comedy']",2010
20352,en,Despicable Me,23.673,2010-07-09,Despicable Me,7.2,10057,"['Animation', 'Family', 'Comedy']",2010
38055,en,Megamind,22.855,2010-11-04,Megamind,6.8,3635,"['Animation', 'Action', 'Comedy', 'Family', 'Science Fiction']",2010
863,en,Toy Story 2,22.698,1999-11-24,Toy Story 2,7.5,7553,"['Animation', 'Comedy', 'Family']",1999
12155,en,Alice in Wonderland,22.02,2010-03-05,Alice in Wonderland,6.6,8713,"['Family', 'Fantasy', 'Adventure']",2010
27578,en,The Expendables,21.517,2010-08-03,The Expendables,6.1,4647,"['Thriller', 'Adventure', 'Action']",2010
38757,en,Tangled,21.511,2010-11-24,Tangled,7.5,6407,"['Animation', 'Family']",2010
41439,en,Saw 3D,20.37,2010-10-28,Saw: The Final Chapter,6.0,1488,"['Horror', 'Crime']",2010
24021,en,The Twilight Saga: Eclipse,20.34,2010-06-23,The Twilight Saga: Eclipse,6.0,4909,"['Adventure', 'Fantasy', 'Drama', 'Romance']",2010
20504,en,The Book of Eli,18.985,2010-01-11,The Book of Eli,6.7,3495,"['Action', 'Thriller', 'Science Fiction']",2010
52371,nl,LelleBelle,18.586,2010-10-09,LelleBelle,4.5,36,"['Other', 'Romance']",2010
2502,en,The Bourne Supremacy,18.199,2004-07-23,The Bourne Supremacy,7.3,4367,"['Action', 'Drama', 'Thriller']",2004
11324,en,Shutter Island,18.06,2010-02-18,Shutter Island,8.1,12625,"['Drama', 'Thriller', 'Other']",2010
2501,en,The Bourne Identity,17.935,2002-06-14,The Bourne Identity,7.4,5406,"['Action', 'Drama', 'Other', 'Thriller']",2002
37834,en,Knight and Day,17.713,2010-06-23,Knight and Day,6.0,2494,"['Action', 'Comedy']",2010
10140,en,The Chronicles of Narnia: The Voyage of the Dawn Treader,17.382,2010-12-10,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.3,3196,"['Adventure', 'Family', 'Fantasy']",2010
41233,en,Step Up 3D,17.174,2010-08-06,Step Up 3D,6.7,1160,"['Drama', 'Romance']",2010
34544,en,The A-Team,17.097,2010-06-11,The A-Team,6.3,2703,"['Thriller', 'Action', 'Adventure', 'Comedy', 'Crime']",2010
45269,en,The King's Speech,16.798,2010-09-06,The King's Speech,7.7,5013,"['Drama', 'Other']",2010
9737,en,Bad Boys,16.608,1995-04-07,Bad Boys,6.6,2936,"['Action', 'Comedy', 'Crime', 'Thriller']",1995
10196,en,The Last Airbender,16.595,2010-07-01,The Last Airbender,4.6,2143,"['Action', 'Adventure', 'Family', 'Fantasy']",2010
34851,en,Predators,16.216,2010-07-03,Predators,6.1,1979,"['Action', 'Science Fiction', 'Adventure', 'Thriller']",2010
37799,en,The Social Network,15.889,2010-10-01,The Social Network,7.2,6116,['Drama'],2010
38234,en,Undisputed III: Redemption,15.886,2010-05-22,Undisputed III: Redemption,7.4,302,"['Action', 'Thriller']",2010
568,en,Apollo 13,15.855,1995-06-30,Apollo 13,7.4,2821,"['Drama', 'Other']",1995
95,en,Armageddon,15.799,1998-07-01,Armageddon,6.7,4267,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",1998
2503,en,The Bourne Ultimatum,15.62,2007-08-03,The Bourne Ultimatum,7.4,4440,"['Action', 'Drama', 'Other', 'Thriller']",2007
18823,en,Clash of the Titans,15.574,2010-04-02,Clash of the Titans,5.7,3714,"['Adventure', 'Fantasy', 'Action']",2010
34806,en,The Back-Up Plan,15.49,2010-04-23,The Back-Up Plan,6.0,806,"['Comedy', 'Romance']",2010
20662,en,Robin Hood,15.444,2010-05-14,Robin Hood,6.3,2569,"['Action', 'Adventure', 'Drama']",2010
35019,en,Nanny McPhee and the Big Bang,15.213,2010-08-20,Nanny McPhee and the Big Bang,6.1,953,"['Comedy', 'Fantasy', 'Family']",2010
10192,en,Shrek Forever After,15.041,2010-05-16,Shrek Forever After,6.1,3843,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']",2010
37735,en,Easy A,14.69,2010-09-17,Easy A,6.8,4168,['Comedy'],2010
27022,en,The Sorcerer's Apprentice,14.463,2010-07-13,The Sorcerer's Apprentice,5.9,2879,"['Fantasy', 'Adventure', 'Action', 'Comedy', 'Drama']",2010
22538,en,Scott Pilgrim vs. the World,14.383,2010-08-13,Scott Pilgrim vs. the World,7.3,3882,"['Action', 'Comedy', 'Romance']",2010
38365,en,Grown Ups,14.291,2010-06-24,Grown Ups,6.1,3171,['Comedy'],2010
239,en,Some Like It Hot,14.2,1959-03-18,Some Like It Hot,8.2,1562,"['Comedy', 'Romance']",1959
41283,en,Faster,14.172,2010-11-23,Faster,6.2,895,"['Crime', 'Drama', 'Action', 'Thriller']",2010
7978,en,The Wolfman,14.03,2010-02-12,The Wolfman,5.7,1009,['Horror'],2010
44048,en,Unstoppable,14.01,2010-11-12,Unstoppable,6.4,1913,"['Action', 'Thriller']",2010
44214,en,Black Swan,13.745,2010-12-03,Black Swan,7.6,8374,"['Drama', 'Thriller']",2010
44683,en,Tinker Bell and the Great Fairy Rescue,13.724,2010-09-21,Tinker Bell and the Great Fairy Rescue,6.5,451,"['Animation', 'Adventure', 'Family', 'Fantasy']",2010
61979,es,Tres metros sobre el cielo,13.721,2010-12-20,Three Steps Above Heaven,7.5,960,"['Romance', 'Drama']",2010
23759,en,Centurion,13.548,2010-02-15,Centurion,6.1,673,"['Adventure', 'Action', 'Drama']",2010
27581,en,The Other Guys,13.508,2010-08-06,The Other Guys,6.2,2187,"['Action', 'Comedy', 'Crime']",2010
23168,en,The Town,13.476,2010-09-17,The Town,7.1,2386,"['Crime', 'Drama', 'Thriller']",2010
20533,en,Jonah Hex,13.467,2010-06-18,Jonah Hex,4.6,708,"['Action', 'Other', 'Drama', 'Fantasy', 'Thriller']",2010
20526,en,TRON: Legacy,13.459,2010-12-10,TRON: Legacy,6.3,4387,"['Adventure', 'Action', 'Science Fiction']",2010
9543,en,Prince of Persia: The Sands of Time,13.44,2010-05-27,Prince of Persia: The Sands of Time,6.2,4040,"['Adventure', 'Fantasy', 'Action', 'Romance']",2010
9994,en,The Great Mouse Detective,13.348,1986-07-02,The Great Mouse Detective,7.1,769,"['Comedy', 'Animation', 'Family']",1986
7980,en,The Lovely Bones,13.285,2010-01-15,The Lovely Bones,6.8,2226,"['Fantasy', 'Drama']",2010
705,en,All About Eve,13.163,2000-10-06,All About Eve,8.2,685,['Drama'],2000
44264,en,True Grit,13.118,2010-12-22,True Grit,7.2,2816,"['Drama', 'Adventure', 'Other']",2010
43947,en,I Spit on Your Grave,13.102,2010-10-08,I Spit on Your Grave,6.3,977,"['Thriller', 'Crime', 'Horror']",2010
23483,en,Kick-Ass,13.08,2010-04-16,Kick-Ass,7.1,7540,"['Action', 'Crime']",2010
51888,en,Robot Chicken: Star Wars Episode III,13.062,2010-12-19,Robot Chicken: Star Wars Episode III,7.5,60,"['Comedy', 'Science Fiction', 'Animation']",2010
27576,en,Salt,13.025,2010-07-23,Salt,6.3,3240,"['Action', 'Other', 'Thriller']",2010
47626,en,Legend of the BoneKnapper Dragon,13.013,2010-10-15,Legend of the BoneKnapper Dragon,6.4,116,"['Other', 'Animation', 'Fantasy', 'Family']",2010
26389,en,From Paris with Love,12.862,2010-02-05,From Paris with Love,6.2,1075,"['Action', 'Crime', 'Thriller']",2010
40662,en,Batman: Under the Red Hood,12.704,2010-07-27,Batman: Under the Red Hood,7.7,756,"['Action', 'Animation', 'Other']",2010
42949,en,Arthur 3: la guerre des deux mondes,12.679,2010-08-22,Arthur 3: The War of the Two Worlds,5.6,865,"['Animation', 'Adventure', 'Fantasy', 'Family']",2010
23023,en,Tooth Fairy,12.65,2010-01-22,Tooth Fairy,5.3,1058,"['Comedy', 'Family', 'Fantasy']",2010
23631,en,Machete,12.557,2010-09-03,Machete,6.3,1862,"['Action', 'Comedy', 'Thriller']",2010
25376,es,El secreto de sus ojos,12.531,2010-04-16,The Secret in Their Eyes,7.9,1141,"['Crime', 'Drama', 'Other', 'Romance']",2010
35056,en,Date Night,12.498,2010-04-08,Date Night,6.0,1743,['Comedy'],2010
41733,en,Due Date,12.445,2010-11-04,Due Date,6.3,2973,"['Comedy', 'Drama']",2010
31867,en,Repo Men,12.437,2010-03-19,Repo Men,6.2,976,"['Action', 'Science Fiction', 'Thriller', 'Crime']",2010
43641,en,Superman/Shazam!: The Return of Black Adam,12.395,2010-11-09,Superman/Shazam!: The Return of Black Adam,7.1,140,"['Animation', 'Action']",2010
28874,ja,サマーウォーズ,12.275,2010-10-13,Summer Wars,7.5,447,['Animation'],2010
38575,en,The Karate Kid,12.256,2010-06-10,The Karate Kid,6.3,3140,"['Action', 'Adventure', 'Drama', 'Family']",2010
33217,en,Diary of a Wimpy Kid,12.256,2010-03-19,Diary of a Wimpy Kid,6.0,736,"['Comedy', 'Family']",2010
29427,en,The Crazies,12.246,2010-02-26,The Crazies,6.2,1036,"['Other', 'Horror', 'Action']",2010
33613,sv,Luftslottet som sprängdes,12.235,2010-10-29,The Girl Who Kicked the Hornet's Nest,7.0,705,"['Action', 'Thriller', 'Crime', 'Other']",2010
39451,en,Little Fockers,12.153,2010-12-21,Little Fockers,5.6,1883,"['Comedy', 'Romance']",2010
39514,en,RED,12.082,2010-10-14,RED,6.6,4162,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",2010
22971,en,Dear John,12.048,2010-02-04,Dear John,6.8,2676,"['Drama', 'Romance', 'Other']",2010
22894,en,Legion,12.032,2010-01-22,Legion,5.3,1154,['Horror'],2010
37933,ja,ゲド戦記,12.005,2010-08-13,Tales from Earthsea,6.6,502,"['Adventure', 'Fantasy', 'Animation', 'Science Fiction']",2010
25195,en,Leap Year,11.821,2010-01-08,Leap Year,6.7,990,"['Romance', 'Comedy']",2010
38408,en,Life As We Know It,11.806,2010-10-02,Life As We Know It,6.8,1748,"['Comedy', 'Romance', 'Drama']",2010
24253,sv,Flickan som lekte med elden,11.655,2010-07-09,The Girl Who Played with Fire,7.0,881,"['Drama', 'Action', 'Thriller', 'Crime', 'Other']",2010
38363,en,Fair Game,11.624,2010-05-20,Fair Game,6.6,384,"['Drama', 'Thriller']",2010
44244,en,Camp Rock 2: The Final Jam,11.542,2010-09-03,Camp Rock 2: The Final Jam,6.1,878,"['Comedy', 'Other', 'Other']",2010
22972,en,Green Zone,11.519,2010-03-11,Green Zone,6.4,1176,"['Other', 'Action', 'Adventure', 'Drama', 'Thriller']",2010
30061,en,Justice League: Crisis on Two Earths,11.498,2010-02-23,Justice League: Crisis on Two Earths,7.2,277,"['Action', 'Adventure', 'Animation']",2010
23169,en,Remember Me,11.453,2010-03-12,Remember Me,7.1,2079,"['Drama', 'Romance']",2010
44115,en,127 Hours,11.435,2010-11-05,127 Hours,7.0,4469,"['Adventure', 'Drama', 'Thriller']",2010
47533,de,Scooby-Doo! Curse of the Lake Monster,11.372,2010-10-15,Scooby-Doo! Curse of the Lake Monster,5.6,171,"['Other', 'Fantasy', 'Comedy', 'Adventure']",2010
43593,en,Piranha 3D,11.302,2010-08-20,Piranha 3D,5.3,1029,"['Comedy', 'Horror']",2010
37861,en,Valhalla Rising,11.26,2010-07-16,Valhalla Rising,6.0,582,"['Adventure', 'Drama', 'Action', 'Fantasy']",2010
12201,en,Edge of Darkness,11.252,2010-01-29,Edge of Darkness,6.3,794,"['Crime', 'Drama', 'Other', 'Thriller']",2010
35552,fr,Les Aventures extraordinaires d'Adèle Blanc-Sec,11.221,2010-04-14,The Extraordinary Adventures of Adèle Blanc-Sec,6.0,671,"['Fantasy', 'Adventure', 'Action', 'Other']",2010
32856,en,Valentine's Day,11.187,2010-02-11,Valentine's Day,5.8,1907,"['Comedy', 'Romance']",2010
43539,en,The Next Three Days,11.147,2010-11-19,The Next Three Days,7.0,1469,"['Romance', 'Drama', 'Thriller', 'Crime']",2010
50393,en,Kung Fu Panda Holiday,11.083,2010-11-26,Kung Fu Panda Holiday,6.6,110,"['Animation', 'Family', 'Other']",2010
26388,en,Buried,10.888,2010-09-24,Buried,6.6,1487,"['Drama', 'Thriller', 'Other']",2010
11645,ja,乱,10.885,1985-09-26,Ran,8.1,600,"['Action', 'Drama', 'Other']",1985
41135,en,Operation: Endgame,10.799,2010-07-20,Operation: Endgame,4.9,88,"['Adventure', 'Action', 'Comedy', 'Thriller']",2010
38745,en,Gulliver's Travels,10.768,2010-12-25,Gulliver's Travels,5.1,1282,"['Comedy', 'Adventure', 'Family', 'Fantasy']",2010
41216,en,Legend of the Guardians: The Owls of Ga'Hoole,10.754,2010-09-24,Legend of the Guardians: The Owls of Ga'Hoole,6.6,1223,"['Animation', 'Adventure', 'Family', 'Fantasy']",2010
23172,en,The Spy Next Door,10.746,2010-01-15,The Spy Next Door,5.7,650,"['Action', 'Comedy', 'Family']",2010
16290,en,Jackass 3D,10.715,2010-10-15,Jackass 3D,6.3,655,"['Comedy', 'Other', 'Action']",2010
13078,en,The Babysitters,10.71,2008-05-09,The Babysitters,5.3,125,['Drama'],2008
15357,fr,Banlieue 13 - Ultimatum,10.661,2010-02-05,District 13: Ultimatum,6.1,555,"['Action', 'Thriller', 'Crime']",2010
10664,es,[REC]²,10.66,2010-07-09,[REC]²,6.5,920,"['Thriller', 'Horror']",2010
51170,en,Open Season 3,10.614,2010-01-25,Open Season 3,5.5,237,"['Adventure', 'Animation', 'Family', 'Comedy']",2010
38357,en,Morning Glory,10.595,2010-11-10,Morning Glory,6.3,717,"['Comedy', 'Drama', 'Romance']",2010
25941,en,Harry Brown,10.555,2010-04-30,Harry Brown,6.8,505,"['Thriller', 'Crime', 'Drama', 'Action']",2010
39691,en,Cats & Dogs: The Revenge of Kitty Galore,10.544,2010-07-30,Cats & Dogs: The Revenge of Kitty Galore,4.9,273,"['Comedy', 'Family', 'Action', 'Fantasy']",2010
45317,en,The Fighter,10.395,2010-12-17,The Fighter,7.3,2325,['Drama'],2010
27,en,9 Songs,10.332,2004-09-09,9 Songs,4.9,170,"['Drama', 'Other', 'Romance']",2004
37710,en,The Tourist,10.307,2010-12-10,The Tourist,6.1,3133,"['Action', 'Thriller', 'Romance']",2010
40080,en,The Cutting Edge: Fire & Ice,10.303,2010-03-14,The Cutting Edge: Fire & Ice,6.0,63,"['Drama', 'Romance']",2010
830,en,Forbidden Planet,10.274,1956-03-15,Forbidden Planet,7.3,388,['Science Fiction'],1956
34134,en,Barbie in A Mermaid Tale,10.252,2010-03-01,Barbie in A Mermaid Tale,6.7,282,"['Animation', 'Family', 'Fantasy']",2010
14756,cn,葉問,10.23,2010-10-01,Ip Man,7.7,1906,"['Drama', 'Action', 'Other']",2010
37821,en,Killers,10.221,2010-06-04,Killers,5.8,1314,"['Action', 'Comedy', 'Thriller', 'Romance']",2010
38303,en,You Again,10.208,2010-09-24,You Again,6.2,734,"['Comedy', 'Romance']",2010
44040,en,Devil,10.203,2010-09-17,Devil,5.9,1516,"['Horror', 'Other', 'Thriller']",2010
34813,en,The Losers,10.202,2010-04-23,The Losers,6.2,844,"['Action', 'Adventure', 'Crime', 'Other', 'Thriller']",2010
44629,en,Animal Kingdom,10.188,2010-08-13,Animal Kingdom,6.8,399,"['Drama', 'Thriller', 'Crime', 'Other']",2010
33909,en,Wall Street: Money Never Sleeps,10.177,2010-09-20,Wall Street: Money Never Sleeps,6.0,797,"['Drama', 'Crime']",2010
43933,en,Monsters,10.175,2010-10-29,Monsters,6.2,848,"['Drama', 'Thriller', 'Science Fiction']",2010
23048,en,Hot Tub Time Machine,10.15,2010-03-26,Hot Tub Time Machine,6.0,1383,"['Science Fiction', 'Comedy', 'Adventure']",2010
14447,en,A Matter of Loaf and Death,10.1,2010-02-19,A Matter of Loaf and Death,7.2,219,"['Animation', 'Comedy', 'Family', 'Crime', 'Other']",2010
43347,en,Love & Other Drugs,10.09,2010-11-24,Love & Other Drugs,6.9,2509,"['Drama', 'Comedy', 'Romance']",2010
40205,en,16 Wishes,10.068,2010-06-25,16 Wishes,5.9,688,"['Fantasy', 'Drama', 'Family']",2010
42188,en,Never Let Me Go,10.012,2010-09-15,Never Let Me Go,6.8,1294,"['Drama', 'Romance', 'Science Fiction']",2010
43923,en,It's Kind of a Funny Story,10.01,2010-10-08,It's Kind of a Funny Story,7.0,1324,"['Comedy', 'Drama']",2010
38167,en,Eat Pray Love,9.991,2010-08-12,Eat Pray Love,6.0,1208,['Drama'],2010
37786,en,Sex and the City 2,9.986,2010-05-27,Sex and the City 2,5.9,809,"['Comedy', 'Drama', 'Romance']",2010
37495,en,Four Lions,9.968,2010-11-05,Four Lions,7.0,621,"['Comedy', 'Crime', 'Drama']",2010
13477,en,When in Rome,9.926,2010-01-29,When in Rome,5.9,703,"['Comedy', 'Fantasy', 'Romance']",2010
27573,en,The Bounty Hunter,9.861,2010-03-19,The Bounty Hunter,5.7,1627,"['Action', 'Comedy', 'Drama']",2010
39013,en,Winter's Bone,9.824,2010-06-11,Winter's Bone,6.9,931,['Drama'],2010
52338,en,Waiting for Forever,9.819,2010-02-10,Waiting for Forever,5.7,172,"['Drama', 'Romance']",2010
43931,en,My Soul to Take,9.808,2010-10-08,My Soul to Take,5.4,247,"['Drama', 'Horror', 'Other', 'Thriller']",2010
23437,en,A Nightmare on Elm Street,9.795,2010-04-30,A Nightmare on Elm Street,5.5,1408,"['Horror', 'Other', 'Thriller']",2010
43949,en,Flipped,9.781,2010-08-06,Flipped,7.4,859,"['Romance', 'Drama']",2010
41402,en,Let Me In,9.716,2010-10-01,Let Me In,6.7,1061,"['Drama', 'Horror', 'Other']",2010
38199,en,Unthinkable,9.693,2010-06-15,Unthinkable,6.7,623,"['Drama', 'Thriller']",2010
44363,en,Frozen,9.678,2010-02-05,Frozen,5.8,987,['Thriller'],2010
29564,en,Smokin' Aces 2: Assassins' Ball,9.565,2010-01-19,Smokin' Aces 2: Assassins' Ball,5.4,141,"['Action', 'Comedy', 'Crime', 'Thriller']",2010
34647,en,Enter the Void,9.563,2010-09-24,Enter the Void,7.3,773,"['Fantasy', 'Drama']",2010
55890,en,Bereavement,9.55,2010-07-16,Bereavement,5.3,71,"['Crime', 'Horror']",2010
44639,en,Inside Job,9.514,2010-10-08,Inside Job,7.8,466,['Other'],2010
101669,en,Mother's Day,9.496,2010-09-23,Mother's Day,6.4,193,"['Crime', 'Thriller']",2010
7340,en,Carrie,9.467,1976-11-03,Carrie,7.1,1766,"['Horror', 'Thriller']",1976
37950,en,Charlie St. Cloud,9.454,2010-05-01,Charlie St. Cloud,6.9,1398,"['Drama', 'Romance']",2010
35169,en,Furry Vengeance,9.45,2010-04-02,Furry Vengeance,4.6,283,"['Comedy', 'Family']",2010
45324,en,Casino Jack,9.432,2010-12-17,Casino Jack,6.1,149,"['Crime', 'Comedy', 'Drama']",2010
35558,en,Starstruck,9.406,2010-02-14,Starstruck,6.7,627,"['Comedy', 'Romance', 'Other', 'Other']",2010
39285,en,Beauty & the Briefcase,9.405,2010-04-18,Beauty & the Briefcase,5.5,250,"['Romance', 'Comedy']",2010
36419,en,After.Life,9.395,2009-11-07,After.Life,5.7,416,"['Drama', 'Horror', 'Other', 'Thriller']",2009
44009,en,Another Year,9.394,2010-12-29,Another Year,7.0,150,"['Comedy', 'Drama']",2010
37056,en,Letters to Juliet,9.394,2010-05-14,Letters to Juliet,6.9,1706,"['Comedy', 'Drama', 'Romance']",2010
27585,en,Rabbit Hole,9.389,2010-12-16,Rabbit Hole,6.8,292,['Drama'],2010
44147,en,Wild Target,9.355,2010-10-29,Wild Target,6.4,356,"['Action', 'Comedy']",2010
38358,en,The Last Exorcism,9.35,2010-08-27,The Last Exorcism,5.6,519,"['Horror', 'Drama', 'Thriller']",2010
43549,en,The Experiment,9.261,2010-07-15,The Experiment,6.5,553,"['Thriller', 'Drama']",2010
50135,de,Konferenz der Tiere,9.258,2010-10-07,Animals United,5.4,151,"['Animation', 'Family', 'Comedy']",2010
26715,en,Bitch Slap,9.253,2010-01-08,Bitch Slap,4.7,148,"['Drama', 'Action', 'Comedy', 'Thriller', 'Crime']",2010
41211,fr,L'arnacoeur,9.241,2010-09-10,Heartbreaker,6.6,761,"['Romance', 'Comedy']",2010
35690,en,The Last Song,9.237,2010-03-31,The Last Song,7.2,2199,"['Drama', 'Family', 'Romance']",2010
48415,it,Benvenuti al sud,9.188,2010-12-20,Welcome to the South,6.7,1071,['Comedy'],2010
46838,en,Tucker and Dale vs. Evil,9.159,2010-01-22,Tucker and Dale vs. Evil,7.3,1427,"['Comedy', 'Horror']",2010
41515,en,Yogi Bear,9.096,2010-12-17,Yogi Bear,5.3,387,"['Comedy', 'Family', 'Animation', 'Adventure']",2010
38542,en,The Disappearance of Alice Creed,9.087,2010-04-30,The Disappearance of Alice Creed,6.6,280,"['Crime', 'Drama', 'Thriller']",2010
36950,en,You Don't Know Jack,9.071,2010-04-14,You Don't Know Jack,7.0,176,['Drama'],2010
39486,en,Secretariat,9.059,2010-10-08,Secretariat,7.0,200,['Drama'],2010
27579,en,The American,9.042,2010-09-01,The American,5.8,690,"['Crime', 'Drama', 'Thriller']",2010
46705,en,Blue Valentine,8.994,2010-12-29,Blue Valentine,6.9,1677,"['Drama', 'Romance']",2010
40264,en,Vampires Suck,8.992,2010-08-18,Vampires Suck,4.1,658,"['Comedy', 'Horror']",2010
46738,fr,Incendies,8.973,2010-09-04,Incendies,8.1,1034,"['Drama', 'Other', 'Other']",2010
22907,en,Takers,8.969,2010-08-26,Takers,6.2,605,"['Action', 'Crime', 'Drama', 'Thriller']",2010
278604,en,"Family Guy Presents: Something, Something, Something, Dark Side",8.956,2010-05-23,"Family Guy Presents: Something, Something, Something, Dark Side",7.1,194,"['Animation', 'Comedy', 'Science Fiction']",2010
45162,en,Superman/Batman: Apocalypse,8.884,2010-09-28,Superman/Batman: Apocalypse,7.0,291,"['Action', 'Adventure', 'Animation', 'Family', 'Science Fiction']",2010
42684,en,Skyline,8.847,2010-11-12,Skyline,4.8,833,"['Science Fiction', 'Action']",2010
23742,en,Cop Out,8.82,2010-02-26,Cop Out,5.4,796,"['Action', 'Comedy', 'Crime']",2010
28211,en,Chloe,8.807,2010-03-26,Chloe,5.9,940,"['Drama', 'Thriller', 'Other']",2010
52015,en,Stake Land,8.799,2010-10-01,Stake Land,6.2,415,"['Drama', 'Horror', 'Science Fiction']",2010
50618,ru,Брестская крепость,8.769,2010-11-11,Fortress of War,7.3,75,"['Other', 'Drama', 'Other', 'Action']",2010
59490,en,Cave of Forgotten Dreams,8.762,2010-11-03,Cave of Forgotten Dreams,7.3,143,"['Other', 'Family']",2010
34480,en,The Descent: Part 2,8.741,2010-04-27,The Descent: Part 2,6.0,480,"['Adventure', 'Horror', 'Thriller']",2010
44918,en,Titanic II,8.729,2010-08-24,Titanic 2,3.2,90,"['Action', 'Adventure', 'Thriller']",2010
31967,en,Dante's Inferno: An Animated Epic,8.711,2010-02-09,Dante's Inferno: An Animated Epic,6.0,102,"['Action', 'Adventure', 'Animation', 'Horror']",2010
37645,fr,L'Immortel,8.697,2010-03-24,22 Bullets,6.5,508,"['Action', 'Crime', 'Thriller']",2010
39452,en,Exit Through the Gift Shop,8.696,2010-01-24,Exit Through the Gift Shop,7.7,467,['Other'],2010
48650,es,Habitación en Roma,8.682,2010-11-11,Room in Rome,6.1,236,"['Drama', 'Romance']",2010
42297,en,Burlesque,8.676,2010-11-23,Burlesque,7.1,1195,"['Drama', 'Romance']",2010
56272,en,Elektra Luxx,8.595,2010-03-14,Elektra Luxx,4.9,74,"['Comedy', 'Drama']",2010
68341,ja,冷たい熱帯魚,8.582,2010-07-05,Cold Fish,6.6,113,"['Drama', 'Thriller', 'Crime']",2010
52587,de,Wir sind die Nacht,8.57,2010-11-11,We Are the Night,6.2,129,"['Fantasy', 'Drama', 'Horror', 'Romance']",2010
56743,en,Elena Undone,8.531,2010-06-25,Elena Undone,7.2,81,"['Drama', 'Romance']",2010
34583,en,The Final,8.517,2010-01-28,The Final,5.6,131,"['Thriller', 'Horror']",2010
43919,en,Hatchet II,8.513,2010-10-01,Hatchet II,5.5,160,"['Horror', 'Comedy', 'Thriller']",2010
45523,en,Louis C.K.: Hilarious,8.504,2010-01-26,Louis C.K.: Hilarious,8.0,127,['Comedy'],2010
27004,en,Ca$h,8.503,2010-01-01,Ca$h,5.8,112,"['Crime', 'Thriller', 'Comedy', 'Other']",2010
38579,en,Marmaduke,8.487,2010-06-04,Marmaduke,5.1,367,"['Family', 'Comedy']",2010
32823,en,Get Him to the Greek,8.485,2010-06-04,Get Him to the Greek,5.9,980,['Comedy'],2010
59457,en,Womb,8.483,2010-07-15,Womb,6.1,159,"['Romance', 'Science Fiction']",2010
48838,en,London Boulevard,8.469,2010-11-12,London Boulevard,5.9,409,"['Drama', 'Crime']",2010
40720,en,Twelve,8.46,2010-07-30,Twelve,5.9,147,"['Thriller', 'Drama', 'Action', 'Crime']",2010
71883,ja,レドライン,8.436,2010-09-23,Redline,7.4,110,"['Fantasy', 'Drama', 'Action', 'Thriller', 'Animation']",2010
39781,en,The Kids Are All Right,8.426,2010-07-09,The Kids Are All Right,6.6,854,"['Comedy', 'Drama']",2010
12685,en,BloodRayne: The Third Reich,8.419,2010-11-05,BloodRayne: The Third Reich,3.7,83,"['Action', 'Adventure', 'Fantasy', 'Horror']",2010
11761,it,Peacock,8.414,2010-04-20,Peacock,6.1,104,"['Other', 'Thriller']",2010
46261,en,Don't Be Afraid of the Dark,8.405,2010-11-06,Don't Be Afraid of the Dark,5.5,550,"['Fantasy', 'Horror', 'Thriller']",2010
41201,fr,L'illusionniste,8.404,2010-12-25,The Illusionist,7.4,280,"['Animation', 'Drama']",2010
44113,en,Stone,8.401,2010-10-22,Stone,5.2,334,"['Drama', 'Thriller']",2010
31007,en,Welcome to the Rileys,8.348,2010-10-29,Welcome to the Rileys,6.5,241,['Drama'],2010
45649,en,Rubber,8.319,2010-09-01,Rubber,5.9,417,"['Comedy', 'Drama', 'Fantasy', 'Horror', 'Other']",2010
30618,en,Bunraku,8.282,2010-09-01,Bunraku,5.9,161,"['Thriller', 'Action', 'Drama']",2010
38073,en,Going the Distance,8.281,2010-09-03,Going the Distance,6.0,394,"['Comedy', 'Drama', 'Romance']",2010
52274,es,Los ojos de Julia,8.268,2010-10-29,Julia's Eyes,6.7,415,"['Horror', 'Thriller']",2010
46528,en,The Warrior's Way,8.259,2010-12-03,The Warrior's Way,6.1,203,"['Adventure', 'Fantasy', 'Action', 'Other', 'Thriller']",2010
23830,en,Last Night,8.244,2010-09-18,Last Night,6.1,444,"['Drama', 'Romance']",2010
